Elmhurst Art Museum,49,1,"The Elmhurst Art Museum is a charming little museum set in Elmhurst. They showcase all kinds of art which rotates regularly, we've gone about 3 times now I believe, and each time the exhibits were very different! The picture you see now was a mini-golf exhibit, where artists took out-of-the-box takes on mini golf. They were pretty goofy, some playing like Plinko, while others were like a ball going through a tiny golf-ball-mansion. It was a really interesting exhibit! Also here, which is not shown in pictures, is the McCormick house! It's a modular house ideated by architect by Miles van der Rohe which was to assist in solving housing issues. The idea was to have a small, affordable, mass-produced modular home. Really interesting solution to a common problem, and the Elmhurst Art Museum has a full-size model for us to explore.",41.8981085,-87.9426856,2021-7,,,,
Salem Common,50,4,"Welcome to the Salem Common! This is a park in Salem, MA in which a few scenes Hocus Pocus was filmed. The park itself is nice, it's like any other park with a big open field, some sports-courts, and a big walkable path surrounding the perimeter. Scroll through the pictures here and see Alyssa recreate some movie magic!",42.5255577,-70.8887312,2021-9,,,,
Schooner Fame,51,4,"The Schooner Fame is a sailboat out near Salem. It is a full-scale replica of the first American privateer schooner to go to battle in the War of 1812. This was the first thing we did after landing in Massachussetts -- we're pretty landlocked in Illinois, so when we have the opportunity to get on the ocean, we take it! The sail included a short history lesson, as well as an on-board cannon demonstration to see how the schooner was used in battle. We had never gone sailing before so the whole experience was a lot of fun!",42.5196746,-70.8874363,2021-9,,,,
"Salem, MA",52,9,"We visited Salem in September of 2021 -- close enough to Halloween to feel the spook, but not so close that the town would be overrun! Salem was a fascinating town. Alyssa had wanted to go as she LOVES Hocus Pocus, as well as Salem being a top-tier Autumn Ally Spooky town. The town really leans into the Salem Witch Trials history. The police and firemen on their badges actually have a witch riding a broom as the logo. You can find witch statues everywhere you look, and many protected places of history based on the witch trials. You'll find graveyards or homes of judges who prosecuted witches, or the homes of the women who were accused of being witches. 
We stayed at The Hotel Salem, which was nicely right in the center of everything interesting in Salem. I'd definitely recommend the hotel for the location. We were able to walk to the Schooner Fame, various witch museums, several protected Salem Witch Trials-related buildings, and get to the train all from this spot! Salem can honestly be covered in a weekend, it's a town that is it's own little witchy bubble. A unique, interesting experience and I'd recommend to anyone who's interested in the witch trials!

_""Be spooky. Enjoyed""_ - Alyssa Nicole",42.51966918,-70.89543775,2021-9,,,,
"Boston, MA",53,4,"We stayed in Salem for a weekend, and finished most of the items we wanted to do in Salem pretty quickly. We found that Boston was a quick train ride from Salem, so on our last morning there before flying out, we took a train out to Boston for a day trip. The first picture is at the New England Aquarium. It's no Shedd, but it was still a pretty cool place! It was multi-level, I think something like 4 floors, with plenty of interesting exhibits. Our favorite part was the penguins! There's a center spot of the aquarium in which they have a LARGE space for pengiuns to dive, swim, or chill on some false icebergs. Following that we went to explore Boston, we were hoping to do The Freedom Trail, but unfortunately we caught pretty bad weather and couldn't follow through. Instead we opted to check out the Boston Common and the Harvard Campus. I'll be straight up, Harvard was a pretty lame campus. We both went there expecting a pretty prestigious place but the quad and buildings were fairly underwhelming. Maybe they're different on the inside? Anyways, Boston itself was a really great city to see. A ton of history surrounding it, and very walkable and tourist friendly!",42.35981158,-71.05897478,2021-9,,,,
Kamehachi,54,2,"Kamehachi is a pretty fanci sushi bar out in Old Town. We found this place as we were going to the Immersive Van Gogh exhibit just west of here. The restaurant was great, they seated us outside on a really nice day. The sushi was solid, but the real highlight was the ""Oyster shot""! It was raw oyster with yolk, sounded pretty weird but it was delicious! 
---
**S Tier** - Sushi Dokku (West Loop) (Same as booze box), 🍣Ohshima (Los Angeles, CA)

**A Tier** - Kura (Schaumburg), Sushi-san, Sushi Taku (Wicker Park), Maple and ash (Gold Coast)

**B Tier** - Kizuna sushi bistro (Glenn Elynn), Sushi Ukai (La Grange), Wild Tuna (Naperville), Sushi Time (Elmhurst), Sakanaya (Champaign), **Kamehachi (Gold Coast)**

**C Tier** - Umami sushi (O’Hare), Sushi + (Lakeview), Shakou (Park Ridge), Mizu Sushi House (Orland Park)

**F** - Wu’s House (Orland Park x 2) (BAD, DO NOT COME BACK)

---",41.90991195,-87.63443104,2021-9,,,,
Lighthouse ArtSpace Chicago,55,3,"We visited the Lighthouse ArtSpace for the Immersive Van Gogh exhibit. It was nice, it was an exhibit in which you walked into a room and all four walls were projected with different Van Gogh art pieces. Most were animated, it was very peaceful to take a seat in one of the rooms and admire the art",41.9105355,-87.63201764,2021-9,,,,
La Grange,56,23,"Welcome to our second home together, at Uptown La Grange apartments! We moved here after we realized we needed significantly more room granted I would be working from home much more often. It was also a bit closer of a drive for Alyssa, to ease her 12-hour night shifts, and was still the same ol' train ride for me if I needed to go to the office. It was a significant upgrade in living room and kitchen space, and granted us a little office as well! Please see the beautiful interior decoration Alyssa achieved in the first four slides. See Eugene's birthday on the fourth slide, followed by Snickerz resting in the office with me while I worked. After that find our first Christmas there in December of 2022! We had a fantastic fall, including stuffed waffles, freshed baked sourdough, and a haunted house! this is also the home which we got Phoebe in, see her helping us out with a puzzle in the Winter followed by Christmas of 2022!

Please enjoy the final photo of PB & Jams relaxing in our home",41.81863787,-87.86795887,2021-10,2022-07,,,
West Loop,57,1,"Just a quick picture in West Loop at the lovely home of the Dziedzina's! They were nice enough to host us for a Halloween party, and would later in the year host us at their absolutely stunning and heartfelt wedding!",41.88521979,-87.66290254,2021-10,,,,
Hoffman Estates,58,3,"Hoffman Estates is the home to one of the handsome groomsman-officiant and his fiancee -- Brett and Jenna! They've been nice enough to host Friendsmas two years in a row, we love our Christmas PJ parties, see our gatherings from 2021 and 2022!",42.06789907,-88.122215,2021-12,2022-12,,,
Raisu,59,1,"For our anniversary in 2021, we treated ourselves to Sushi as we always do! Here we went to Raisu, a sushi place out in Irving park. We sat here for several hours, drank white wine with sushi, and stuffed ourselves to the top! The sushi here was really good, I put it in the B tier but it's definitely pushing A Tier territory.

---
**S Tier** - Sushi Dokku (West Loop) (Same as booze box), 🍣Ohshima (Los Angeles, CA)

**A Tier** - Kura (Schaumburg), Sushi-san, Sushi Taku (Wicker Park), Maple and ash (Gold Coast)

**B Tier** - Kizuna sushi bistro (Glenn Elynn), Sushi Ukai (La Grange), Wild Tuna (Naperville), Sushi Time (Elmhurst), Sakanaya (Champaign), Kamehachi (Gold Coast), **Raisu (Irving Park)**

**C Tier** - Umami sushi (O’Hare), Sushi + (Lakeview), Shakou (Park Ridge), Mizu Sushi House (Orland Park)

**F** - Wu’s House (Orland Park x 2) (BAD, DO NOT COME BACK)

---",41.95409849,-87.70284663,2022-1,,,,
Dreams Jade Resort & Spa,60,4,"Dreams Jade was an __okay__ all-inclusive. This was, I believe the 4th all-inclusive we'd gone to. The beach was beautiful, and we had a wonderful time walking up and down the beach and chit-chatting. If you got to the end of the beach, you'd actually find a swim-with-the-dolphins section right off the water. The worst part was the aggressive sales tactics; it was the least all-inclusive vacation we had gone to as everywhere you went, they tried to upsell you on extra features! I definitely will never go to anther Dreams all inclusive, but that we still made the best of it, and had a wonderfully relaxing time! ",20.82955701,-86.89459475,2022-2,,,,
Chichén-Itzá,61,5,"Chichén-Itzá is one of two excursions we went on during this trip to Mexico. It's a Mayan city, with the center being Kukulcan temple, which was used for astrological endeavors and religious ceremonies. The city also had a Great Ball Court and architecture depicting decapitated skulls! ",20.67911302,-88.56831456,2022-2,,,,
"Quintana Roo, Mexico",62,14,"Quintana Roo is the second excursion we went on this vacation, and it was really cool! We went out to visit Xel-Ha, as well as see some of the deepest cenotes in Mexico. Xel-Ha was really beautiful, being on top of a bit of a hill and overlooking the water. The cenote was both fascinating and horrifying -- it was deep and dark, but diving in it was a trip! The water was so blue and the cave was surprisingly vivid inside. After the cenote we got to go snorkeling in a laguna with more fish! It felt like the big-time version of when we went to Discovery Cove. Finally, after our long day, we got dinner in Quintana Roo at the Punta Venado Beach club where Alyssa got some of the most delicious ceviche that she still talks about monthly!",20.54728557,-87.15728063,2022-2,,,,
Page Springs Cellars,63,4,"In April of 2022, we went out to Arizona! Our first stop here was Page Springs Cellars for a winery tour and wine tasting. We got to see their fields, which I didn't expect to see a full vineyard in the middle of Arizona! After that they showed us their wine aging process, and their cellar filled with wine barrels. The location overlooks long rolling fields of green leading off into the sunset. It's a great place to enjoy a glass of wine and the beautiful scenery of the Arizona desert.",34.7580801,-111.8948437,2022-4,,,,
Grand Canyon National Park,64,8,"The Grand Canyon really lived up to its' name! When we went to visit we knew it would be stunning, but it really is in its' own category of natural wonders. We opted to start off our visit with a Pink Jeep tour! It really stunned us the first step out of the pink jeep to see just how deep and far the canyon went. We went off to the visitor center and got some nice souveneirs and continued on to hit up a hike! The altitude really slaps you, the downhill was more than fine but on our way up we had to take more than a few breaks just to catch our breath! We weren't tired as much as we were just low on oxygen. Or maybe the canyon was just _truly breathtaking._",36.25806153,-112.3436978,2022-4,,,,
Verde River Greenway State Natural Area,65,7,"The next day we went off to the Verde River, where we went on a horseback ride to a train, which is the only way across the Verde Canyon Railroad. The train ride was interesting, we were hoping to see some wildlife given there is no infrastructure out there, but we really just saw a bunch of rocks. You could tell this was common, as they had dedicated train staff to identify rocks which looked like objects, as if they were reading clouds in the sky. ""That one up there, to the left, just above that tree. That's a turtle."" ""You see that? Up to the right, just near that cave, and then down a bit. Yeah, that's fonzie. AAAYYYYYY"". Admittedly I ended up taking a short train nap, but the overall experience was unique and a nice notch under our belts! We ended our day on a short hike overlooking Cathedral Rock, and hungout there through sunset.",34.75250567,-112.0017633,2022-4,,,,
"Sedona, AZ",66,19,"Sedona, AZ, the city in which I proposed to Alyssa! On the morning of April 15th, 2022, I asked Alyssa to put on some nice clothes for a hot air balloon ride through Sedona. We got to the ""flight location"" just before sunrise, where we met a few groups of people prepping hot air balloons. The wind that morning didn't seem like it was going to work out for us; they started blowing up balloons and letting them free to see if the wind was carrying the right way. There's no steering hot air balloons, you just go up or down and hope for the best! I was getting a bit nervous at this point; my whole proposal plan was banking on this. Luckily, about half an hour later, they called us ready to fly and they started blowing up the balloons. We got up in the air and the view was beautiful! We clutched on tight to the basket and overlooked Sedona and its surrounding scenic rim. After about an hour or so, we started our bumpy landing. Once on the ground, I took Alyssa to the side to enjoy the view while they started packing up the hot air balloon into vans. We chatted for a short minute before I got down on one knee and proposed. Honestly, neither of us remembers what I even said in that moment. We both blacked out of nervousness! But thankfully she said yes, and here we are now!

Afterwards we took off our coats and took a bunch of pictures to remember the moment. About a year before this, Ally let me know she thought it'd be hilarious to take pictures with a ring pop to accompany our proposal pics. Big thanks to Alyssa and Promit for taking all the pics for us. Enjoy our post-proposal pictures feat. Ring Pop!",34.88319936,-111.8894476,2022-4,,,,
Devil's Bridge Trailhead,67,7,"After the proposal outing, we still had plenty of daylight! So we went back out to Devil's Bridge. This was actually a spot I had considered proposing at, but after some research, I learned this is a VERY popular spot, and there's usually a line to get up to the trailhead, as well as a big crowd who would watch the proposal. Ally had talked about wanting a fairly private proposal in the past, so I knew this wasn't it. Luckily the hot air balloon trip worked out, and it didn't come down to this! The reviews were accurate and we had a decent wait in line for pictures before the ones you see here. Nonetheless, the spot was really cool! ""Devil's Bridge"" is a perfect name. It's a rock formation about four stories high, with the bridge being a thin connection between two towers. It was pretty sweaty to get up there to take a picture, but worth the photo op!",34.9038466,-111.8072994,2022-4,,,,
Rockwell on the River,68,2,"Rockwell on the River was the stunning wedding venue of my best man, Akash! He and his wife Anu hosted Alyssa and me at an incredible multi-day Indian wedding. I was lucky enough to support him as his best man as well. It was a ton of fun learning the traditions and dances throughout the time, and MAN were the decorations beautiful! ",41.9377146,-87.6911303,2022-5,,,,
Busse Lake,69,2,"In June of 2022, Alyssa and I, as well as her sister Jillian, took my father-in-law Tim to Busse Lake for a nice day of kayaking! We went across the lake and enjoyed the time on the water. We saw some tadpoles, chased some birds, and (Tim and I) did a lot of paddling!",42.02473505,-88.01507653,2022-6,,,,
Machine: Engineered Dining & Drink,70,1,"One day in June we were passing by this cocktail bar, Machine: Engineered! Ally had mentioned seeing this on Tiktok before, so we knew we had to stop in and check it out. We both got some cocktails and had a nice little date! The cocktails were interesting, shown here Alyssa's was shaped like a bird, and my own was a drink with a crystallized sugar ball accompanied by a tiny mallet! I was to crush the ball to make my drink sweeter. Really interesting place, and made for a fun date!",41.903641,-87.6739106,2022-6,,,,
"Mackinac Island, MI",71,12,"In September-October of 2022, we had our engagement photos scheduled. We were originally planning to have some photos in the upper peninsula of Michigan but ended up taking them in Benton Harbor instead. Nonetheless, we decided to plan a trip up there anyways! Our chosen spot was Mackinac Island -- a favorite vacation spot of my dad's. The island was amazing, it's an island with no cars allowed! Everyone traveled by horseback for longer trips, or snowmobile in the winter. The island is only about 5 square miles, and there's a nice 8-mile biking trail around the perimeter. We had some nice hikes, explored the town, and got on a tandem bike to ride the trail!",45.86985708,-84.62720325,2022-9,2022-10,,,
"St. Joseph, MI",72,6,"St. Joseph is a town we've been to more than a few times now. In 2022 the Jordan's decided to buy a boat, and Tim has been nice enough to take us on it a couple times a year! It's always a good time being on the water, and with some good music, good people, and good drinks, it's a great time!",42.09361633,-86.48979184,2022-9,,,,
"Benton Harbor, MI",73,7,"Benton Harbor is the home to a nice park and scenic beach! We came here for our engagement photos a couple months after the proposal, and MAN did they come out beautiful. Big thank you to Michael Koch, who is here today as our photographer!",42.12606424,-86.47202845,2022-10,,,,
Goebbert's Farm,74,3,"In 2022 our pumpkin patch/orchard of choice was Goebbert's Farm. Delicious apple cider treats and as always, a cute petting zoo! This farm also happened to host a ton of corn kernels that Ally couldn't resist grabbing a bucket of!",42.0684843,-88.1662042,2022-10,,,,
The Morton Arboretum,75,4,"Despite living nearby and visiting every other major park, we had never been to the Morton Arboretum! We fixed this problem in November of 2022, when we got to see the Morton Arboretum Illumination. We went to several ""zoo lights"" or ""winter park lights"" shows in 2022, and Morton's was wonderfully unique! They did a lot of unique lighting around the park, finished by this projection show on a large set of trees near the end. I don't really know how else to describe it, you'll have to go see it yourself this year!",41.8147009,-88.0705406,2022-11,,,,
The Jordans',76,7,"Welcome to the Jordan's! Tim and Bernice tend to host us a couple times a month, for bonfires, smoked meat BBQs, wine, dessert, or just a nice day to hangout. It's always a chill time at the Jordan's, they've got wine, beer, snacks, and dogs. I've been so lucky to have such a nice family welcome me into their home time and time again, and Alyssa and I look forward to getting a house one day and returning the favor! ",41.9787858,-87.8145871,2022-12,,,,
Joe's on Weed St.,77,1,"In December of 2022 we went off to Joe's on Weed St. to see our favorite cover band, Rod Tuffcurls and the Bench Press! We had first seen them at UIUC, and later on in life we had our mutual friends who were still fairly passionate about seeing them (brett)! As good of friends we are, we accompany our friends to shows, and naturally gained a passion for the shows ourselves. It's always a blast, Rod plays BANGERS and we've never been to a show we didn't absolutely love. This was probably the ninth or tenth show we had gone to, and somehow this is the first time we got a picture! Guess we just spend too much time *PARTYING!*",41.9103109,-87.6519016,2022-12,,,,
Athena Greek Restaurant,78,1,"For New Year's 2022, our friends Kira and Max hosted us! Before going to their place to watch some Navy Pier fireworks and playing some JackBox, we went to Athena Greek restaurant. This place was delicious! I ate so much lamb I got the meat sweats. We had some wine and great conversation, it was one of our more heartwarming wholesome New Year's.",41.8788559,-87.6473869,2022-12,,,,
Sushi Dokku (Booze Box),79,4,"For our *final* dating anniversary, we went to Booze Box for Omakase. This, by far, is our favorite sushi we've ever had. Our Omakase Chef Zach did an incredible job. A few months before this dinner, we listed our sushi preferences and what we liked in general, and Zack crafted a special menu just for us. He's a 15+ year experienced sushi chef, and an established Omakase chef at Boozebox. Each bite was so unique and so delicious, we were both wildly impressed by his skills. He was able to put together such interesting flavors using marinade, the cut of the fish, greens, and more! I'd have to say Zack's take on Suzuki or Hamachi was my favorite. Alyssa loved his Shima Aji. He closed off our meal with A5 Wagyu, and the quality was better than some of the high-end Chicago steakhouses I visited. We loved it so much that we took the menu, framed it, and have it hung up in our kitchen today.

_""sushi was good, 10/10 would come back""_ - Alyssa Nicole

---
**S Tier** - **Sushi Dokku (West Loop)** (Same as booze box), 🍣Ohshima (Los Angeles, CA)

**A Tier** - Kura (Schaumburg), Sushi-san, Sushi Taku (Wicker Park), Maple and ash (Gold Coast)

**B Tier** - Kizuna sushi bistro (Glenn Elynn), Sushi Ukai (La Grange), Wild Tuna (Naperville), Sushi Time (Elmhurst), Sakanaya (Champaign), Kamehachi (Gold Coast)

**C Tier** - Umami sushi (O’Hare), Sushi + (Lakeview), Shakou (Park Ridge), Mizu Sushi House (Orland Park)

**F** - Wu’s House (Orland Park x 2) (BAD, DO NOT COME BACK)

---",41.88404628,-87.64844817,2023-1,2023-04,,,
Puttshack,80,1,"Ally and I are fans of mini golf, and having live pretty near Oakbrook, we've passed Puttshack more than a few times. We finally took the time to check it out in February of 2023! It was a lot of fun, it was like the professional version of the artsy mini golf we did at Elmhurst Art Museum. The balls all have trackers in them, and each hole has a special scoring system. The main fun of it though, is how unique each hole is, and having drinks while we walked through it!",41.84868987,-87.95305069,2023-2,,,,
Wagyu House by The X Pot Chicago,81,1,"For Valentine's day in 2023, Ally and I decided to try out Wagyu at the X Pot Chicago. It was definitely the fanciest hot pot we've ever been to. We like hot pot, our hot pot of choice is Happy Lamb Hot Pot, who we think has the best broth of all the hot pot's we've gone to. This place, X Pot, definitely had the best meat though! We ate so much wagyu we felt sick afterwards, which *I* thought was totally worth it. Alyssa would beg to differ. I don't blame her, I felt terrible. Anyways, the wagyu on the gold bull was really cool, and it was a nice place to spend a few hours and be able to take Alyssa out to a special dinner.",41.86759998,-87.63191559,2023-2,,,,
BomboBar,82,1,"BomboBar is a pretty cool bar out in Gold Coast. Ally and I went here with our friends Alyssa and Promit while they were in town! We had a few fancy cocktails and sat and chatted for hours. Ally and Alyssa talked about the wedding, and Promit and I contemplated that _if we're in a simulation, is it ethical to have a set of people to ensure our health of the main body?_ Towards the end of the night Ally and I found a sweet full body mirror near the bathrooms and took this cute pic. With the chaos of wedding planning, we hadn't had a nice date night at the bars in awhile, so this was a welcome night.",41.8847896,-87.6487317,2023-4,,,,
Bob Chinn's Crab House,83,1,"Bob Chinn is the king of garlic. Ally took me here for my birthday dinner and MAN was it absolutely delicious. She had gone here with her family a few times, and they always mentioned how garlicky everything was. They knew it was the perfect place for me! So we get here and get the biscuits, and it comes in a basket full of minced garlic, and wow was it incredible. We had some seafood as our entrees and I requested extra garlic, and they definitely complied! Our server was very sweet, and it was actually her birthday coming up soon too! She made sure to wash our cups and let us keep them as a birthday souvenir. I cannot wait to come back here, this is one of my favorite restaurants, thank you Alyssa!!!",42.1344048,-87.9019009,2023-5,,,,
Napleton's Palatine Mazda,84,2,"Kind of a weird one here, but this is Napleton's Palatine Mazda! Not like the others, this is actually on the list as this is where we bought our first car together. Both of our cars were getting fairly old and my truck in particular wasn't fitting for our style of living (I worked from home, and didn't really haul materials). So I traded in my truck, and we got a 2015 Honda CR-V! Admittedly it's had its' share of problems, but no big purchase is perfect, and we love this car nonetheless! It's made our commutes that much easier, and wow it is noticeable how much better a newer car drives! We were so proud fo have done so much research and land on a vehicle we both really liked, we went out and got lychee cocktails at one of our favorite Chinese food places shortly after.",42.14362777,-88.02543812,2023-7,,,,
Loft Lucia,85,3,"In July of 2023, we attended the Dziedzina wedding! This took place at Loft Lucia, and was another magnificent wedding. The ceremony was half-outdoors, and was so wholesome! It was really cool seeing the traditions they included, and the dance floor was a JAM! I don't have much to say outside of that, the wedding was so perfect from start to finish, alyssa and I got plenty of slow-and-fast dancing in and ate delicious food and talked with good friends. What else could you ask for at a wedding?",41.8820589,-87.6528821,2023-7,,,,
Cooper's Cove At Heritage Park,86,3,"In August of 2023, Ally and I attended the Shull wedding! I was honored as a Groomsman for this one. Joel and Becca had gotten the whole bridal party an Airbnb for the weekend, and it was an incredible time! We hungout in hot tubs, played bags, scream-rapped some songs, and just sat around and chatted for days. Each night melted into the next day as we all had such a fun time hanging out every night. This all came into a beautiful summit on the day of the wedding. Becca and Joel had their wedding at Cooper's Cove, which was a beautiful outdoor ceremony followed by a reception inside. We danced for hours, cleaned up, and carried on the party for a few more hours back at the Airbnb! At the end of the weekend, we all said goodbyes despite how little we wanted to leave. So thankful for this experience and to have the Shulls in our lives.",35.6737841,-83.7634467,2023-8,,,,
The Hyatt Lodge,87,4,"We stayed at The Hyatt Lodge in Oakbrook for the Kreiter wedding! Max and Kira threw a pulchritudinous wedding. Alyssa and I rocked it with our matching blues! Their ceremony was outside on a beautiful day, followed by a cocktail hour nearby, also partially outdoors! This is when these fantastic outdoor photos were taken (PC: Elyse + Lester). We had a wonderful time eating hors d'oeuvres and sipping drinks. We went inside for the reception and MAN do they know how to party. Absolute bangers throughout the night, I wouldn't expect anything less from these two. They are two of the best hosts to ever do it, and we were so happy to celebrate their love together!",41.83643105,-87.94701454,2022-09,,,,
